ID,Type,Expected,Predicted,Confidence,Correct,Input_Text,Explanation
1200,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: 'TELEGRAM'
1201,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,Detected high-risk trigger: 'CHECK'
1202,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
1203,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
1204,Real_Corporate,REAL,REAL,0.15,TRUE,"Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
1205,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Verified corporate benefits found.
1206,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Verified corporate benefits found.
1207,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Verified corporate benefits found.
1208,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Detected high-risk trigger: 'CHECK'
1209,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
1210,Real_Corporate,REAL,REAL,0.73,TRUE,We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,No specific fraud patterns detected.
1211,Real_Corporate,REAL,REAL,0.72,TRUE,We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,No specific fraud patterns detected.
1212,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: 'DEPOSIT'
1213,Real_Corporate,REAL,REAL,0.15,TRUE,"Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
1214,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
1215,Fake_Obvious,FAKE,FAKE,0.82,TRUE,Urgent hiring for honest workers. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
1216,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
1217,Fake_Hidden,FAKE,FAKE,0.91,TRUE,"Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'CHECK'
1218,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Detected high-risk trigger: 'USDT'
1219,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
1220,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Detected high-risk trigger: 'USDT'
1221,Real_Corporate,REAL,REAL,0.47,TRUE,"Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
1222,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
1223,Real_Corporate,REAL,REAL,0.15,TRUE,"Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
1224,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
1225,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
1226,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
1227,Real_Corporate,REAL,REAL,0.73,TRUE,Join a Fortune 500 leader. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,No specific fraud patterns detected.
1228,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: 'TELEGRAM'
1229,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Verified corporate benefits found.
1230,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'CHECK'
1231,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
1232,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
1233,Fake_Obvious,FAKE,FAKE,0.82,TRUE,Urgent hiring for honest workers. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
1234,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
1235,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: 'CHECK'
1236,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
1237,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
1238,Fake_Obvious,FAKE,FAKE,0.93,TRUE,No experience needed. Start today. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
1239,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Detected high-risk trigger: 'DEPOSIT'
1240,Real_Corporate,REAL,REAL,0.69,TRUE,"Join a Fortune 500 leader. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
1241,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
1242,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Detected high-risk trigger: 'CHECK'
1243,Real_Corporate,REAL,REAL,0.6,TRUE,"Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
1244,Fake_Obvious,FAKE,FAKE,0.82,TRUE,Urgent hiring for honest workers. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
1245,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
1246,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
1247,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: 'USDT'
1248,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
1249,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
1250,Real_Corporate,REAL,REAL,0.15,TRUE,"We are a rapidly growing startup. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
1251,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
1252,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
1253,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
1254,Real_Corporate,REAL,REAL,0.15,TRUE,"Join a Fortune 500 leader. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
1255,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
1256,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'DEPOSIT'
1257,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
1258,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: 'USDT'
1259,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
1260,Real_Corporate,REAL,REAL,0.47,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
1261,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
1262,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Detected high-risk trigger: '.EXE'
1263,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
1264,Edge_Case,REAL,REAL,0.22,TRUE,1234 asdf 1234 !!!! asdf test zxcv !!!! !!!! zxcv,No specific fraud patterns detected.
1265,Real_Corporate,REAL,REAL,0.71,TRUE,"Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
1266,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Join a Fortune 500 leader. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
1267,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: '.EXE'
1268,Edge_Case,REAL,REAL,0,TRUE,!!!! !!!! asdf jkl; qwer zxcv !!!! qwer jkl; asdf,Input ignored: Detected code/SQL syntax.
1269,Fake_Obvious,FAKE,FAKE,0.94,TRUE,No experience needed. Start today. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
1270,Real_Corporate,REAL,REAL,0.7,TRUE,Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
1271,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Verified corporate benefits found.
1272,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
1273,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
1274,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
1275,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,Detected high-risk trigger: 'USDT'
1276,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Looking for a motivated individual. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Detected high-risk trigger: 'CHECK'
1277,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
1278,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: '.EXE'
1279,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: 'TELEGRAM'
1280,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
1281,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
1282,Real_Corporate,REAL,REAL,0.73,TRUE,"We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
1283,Real_Corporate,REAL,REAL,0.68,TRUE,"Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
1284,Real_Corporate,REAL,REAL,0.47,TRUE,"Established firm looking for talent. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
1285,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Detected high-risk trigger: 'TELEGRAM'
1286,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
1287,Real_Corporate,REAL,REAL,0.69,TRUE,"Join a Fortune 500 leader. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
1288,Real_Corporate,REAL,REAL,0.15,TRUE,"We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
1289,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
1290,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
1291,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
1292,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'DEPOSIT'
1293,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
1294,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
1295,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
1296,Real_Corporate,REAL,REAL,0.15,TRUE,"Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
1297,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
1298,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: 'DEPOSIT'
1299,Fake_Hidden,FAKE,REAL,0.15,FALSE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
1300,Edge_Case,REAL,REAL,0,TRUE,!!!! jkl; !!!! zxcv asdf test zxcv asdf 1234 !!!!,Input ignored: Detected code/SQL syntax.
1301,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
1302,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'DEPOSIT'
1303,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Work from home make $5000 weekly. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
1304,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,Detected high-risk trigger: 'CHECK'
1305,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Work from home make $5000 weekly. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
1306,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
1307,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,Detected high-risk trigger: 'TELEGRAM'
1308,Fake_Obvious,FAKE,FAKE,0.93,TRUE,No experience needed. Start today. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
1309,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
1310,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Verified corporate benefits found.
1311,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'TELEGRAM'
1312,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: 'USDT'
1313,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'DEPOSIT'
1314,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
1315,Real_Corporate,REAL,REAL,0.47,TRUE,Established firm looking for talent. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
1316,Edge_Case,REAL,REAL,0,TRUE,qwer jkl; test 1234 qwer asdf jkl; test zxcv 1234,Input ignored: Detected code/SQL syntax.
1317,Real_Corporate,REAL,REAL,0.7,TRUE,We are a rapidly growing startup. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
